pcap,frame,time,cmd_frame,session,cmd_dest,cmd_total_len,payload_len,video_type,data_len,sequence,hint,width_field,height_field,canvas_width,canvas_height,start_addr,end_addr,image_format,jpeg_soi_offset,jpeg_width,jpeg_height,vram_span
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8462,18.506913000,8460,0,55280960,46048,46048,7,46000,8167,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8494,18.526869000,8492,0,55327008,46048,46048,7,46000,8168,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8500,18.542785000,8498,0,55373056,46048,46048,7,46000,8169,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8536,18.555785000,8534,0,55419104,46048,46048,7,46000,8170,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8561,18.573006000,8559,0,55465152,46048,46048,7,46000,8171,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8596,18.590914000,8594,0,55511200,46048,46048,7,46000,8172,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8615,18.616830000,8613,0,55557248,46048,46048,7,46000,8173,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8674,18.640542000,8672,0,55603296,46048,46048,7,46000,8174,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8687,18.656374000,8685,0,55649344,46048,46048,7,46000,8175,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8693,18.673501000,8691,0,55695392,46048,46048,7,46000,8176,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8699,18.690003000,8697,0,55741440,46048,46048,7,46000,8177,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8705,18.706999000,8703,0,55787488,46048,46048,7,46000,8178,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8711,18.723145000,8709,0,55833536,46048,46048,7,46000,8179,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8717,18.741032000,8715,0,55879584,46048,46048,7,46000,8180,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8723,18.756348000,8721,0,55925632,46048,46048,7,46000,8181,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8729,18.773345000,8727,0,55971680,46048,46048,7,46000,8182,6,1920,736,1920,1920,48,2089008,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8735,18.828965000,8733,0,56017728,83936,83936,3,83888,8183,6,1920,1920,,,12932496,15021456,13,48,1920,1080,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,8741,18.873418000,8739,0,56101664,46048,46048,7,46000,8184,6,1920,736,1920,1920,12932496,15021456,13,48,1920,736,2088960
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,9976,19.752697000,9974,0,56753920,5088,5088,7,5040,8236,6,64,160,1920,1920,14407056,15758736,13,48,64,160,1351680
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,10032,19.785690000,10030,0,57100992,4064,4064,7,4016,8238,6,64,96,1920,1920,14529936,15820176,13,48,64,96,1290240
2026-06-19_jua365_win_02_hdmi1_hotplug.pcapng,10099,19.818817000,10097,0,57436800,3040,3040,7,2992,8240,6,64,32,1920,1920,14652816,15881616,13,48,64,32,1228800
2026-06-19_jua365_win_04_solid_colors.pcapng,3384,9.933764000,3382,0,58757792,23520,23520,7,23472,8663,6,128,576,1920,1920,25864944,27953904,13,48,128,576,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3404,9.966577000,3402,0,58990176,23520,23520,7,23472,8665,6,128,576,1920,1920,25864944,27953904,13,48,128,576,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3426,10.000296000,3424,0,59227680,23520,23520,7,23472,8667,6,128,576,1920,1920,25864944,27953904,13,48,128,576,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3442,10.033617000,3440,0,59443680,22496,22496,7,22448,8669,6,128,544,1920,1920,25864944,27953904,13,48,128,544,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3458,10.066520000,3456,0,59658656,22496,22496,7,22448,8671,6,128,544,1920,1920,25864944,27953904,13,48,128,544,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3528,10.099910000,3526,0,59878752,22496,22496,7,22448,8673,6,128,544,1920,1920,25864944,27953904,13,48,128,544,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3579,10.132691000,3577,0,60093728,12256,12256,7,12208,8675,6,64,544,1920,1920,25864944,27953904,13,48,64,544,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3644,10.165925000,3642,0,60298464,12256,12256,7,12208,8677,6,64,544,1920,1920,25864944,27953904,13,48,64,544,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3689,10.199234000,3687,0,60508320,12256,12256,7,12208,8679,6,64,544,1920,1920,25864944,27953904,13,48,64,544,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,3774,10.232775000,3772,0,60713056,12256,12256,7,12208,8681,6,64,544,1920,1920,25864944,27953904,13,48,64,544,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4552,12.418093000,4550,0,58196640,19424,19424,7,19376,8693,6,64,928,1920,1920,48,2089008,13,48,64,928,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4558,12.421332000,4556,0,58216064,19424,19424,7,19376,8694,6,64,928,1920,1920,48,2089008,13,48,64,928,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4579,12.439138000,4576,0,58235488,19424,19424,7,19376,8695,6,64,928,1920,1920,48,2089008,13,48,64,928,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4624,12.485534000,4622,0,58554912,19424,19424,7,19376,8697,6,64,928,1920,1920,48,2089008,13,48,64,928,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4650,12.504351000,4648,0,58879456,21472,21472,7,21424,8699,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4715,12.537691000,4713,0,59214240,21472,21472,7,21424,8701,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4758,12.574208000,4754,0,59540832,21472,21472,7,21424,8703,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4816,12.603806000,4814,0,60072224,21472,21472,7,21424,8705,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4878,12.637276000,4876,0,60407008,21472,21472,7,21424,8707,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4924,12.669604000,4922,0,60733600,21472,21472,7,21424,8709,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,4971,12.685804000,4969,0,60755072,18400,18400,7,18352,8710,6,64,928,1920,1920,12932496,15021456,13,48,64,928,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5041,12.737025000,5039,0,53252032,21472,21472,7,21424,8713,6,64,1080,1920,1920,25864944,27953904,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5082,12.824088000,5080,0,54128416,21472,21472,7,21424,8718,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5147,12.885476000,5145,0,55483040,21472,21472,7,21424,8722,6,64,1080,1920,1920,25864944,27953904,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5201,12.952070000,5199,0,56144416,21472,21472,7,21424,8726,6,64,1080,1920,1920,25864944,27953904,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5277,13.019264000,5275,0,57294240,21472,21472,7,21424,8730,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5297,13.051274000,5295,0,57620832,21472,21472,7,21424,8732,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5317,13.085108000,5315,0,57947424,21472,21472,7,21424,8734,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5341,13.118469000,5339,0,58282208,21472,21472,7,21424,8736,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5367,13.150896000,5365,0,58608800,21472,21472,7,21424,8738,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5395,13.184762000,5393,0,58935392,21472,21472,7,21424,8740,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5427,13.219337000,5425,0,59270176,21472,21472,7,21424,8742,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5455,13.252594000,5453,0,59596768,21472,21472,7,21424,8744,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5483,13.285137000,5481,0,59923360,21472,21472,7,21424,8746,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5511,13.319079000,5509,0,60258144,21472,21472,7,21424,8748,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5531,13.353066000,5529,0,60584736,21472,21472,7,21424,8750,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5549,13.385263000,5547,0,52733920,21472,21472,7,21424,8752,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5575,13.418817000,5573,0,53068704,21472,21472,7,21424,8754,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5604,13.452494000,5602,0,53395296,21472,21472,7,21424,8756,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5644,13.485226000,5642,0,53721888,21472,21472,7,21424,8758,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,5674,13.519283000,5672,0,53743360,21472,21472,7,21424,8759,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,6602,14.384870000,6600,0,55493440,22496,22496,7,22448,8778,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,6614,14.435795000,6612,0,55612128,73696,73696,7,73648,8781,6,320,1080,1920,1920,48,2089008,13,48,320,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,6690,14.485785000,6688,0,56706688,22496,22496,7,22448,8784,6,64,1080,1920,1920,25864944,27953904,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,6937,14.651256000,6935,0,53013440,22496,22496,7,22448,8794,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7013,14.701991000,7011,0,54057824,19424,19424,7,19376,8797,6,64,864,1920,1920,48,2089008,13,48,64,864,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7063,14.737026000,7061,0,54588192,22496,22496,7,22448,8799,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7077,14.753061000,7075,0,54610688,73696,73696,7,73648,8800,6,320,1080,1920,1920,12932496,15021456,13,48,320,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7141,14.801503000,7139,0,55706272,22496,22496,7,22448,8803,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7155,14.821272000,7153,0,55728768,74720,74720,7,74672,8804,6,320,1080,1920,1920,48,2089008,13,48,320,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7376,14.901639000,7374,0,57847264,19424,19424,7,19376,8809,6,64,896,1920,1920,12932496,15021456,13,48,64,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7639,15.001877000,7637,0,60421408,19424,19424,7,19376,8815,6,64,896,1920,1920,48,2089008,13,48,64,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7694,15.020565000,7692,0,60440832,68576,68576,7,68528,8816,6,320,896,1920,1920,48,2089008,13,48,320,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7725,15.036224000,7723,0,60509408,19424,19424,7,19376,8817,6,64,896,1920,1920,48,2089008,13,48,64,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7735,15.053597000,7733,0,60528832,68576,68576,7,68528,8818,6,320,896,1920,1920,48,2089008,13,48,320,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,7747,15.069447000,7745,0,60597408,19424,19424,7,19376,8819,6,64,896,1920,1920,48,2089008,13,48,64,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8081,15.271087000,8079,0,57538240,68576,68576,7,68528,8830,6,320,896,1920,1920,12932496,15021456,13,48,320,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8121,15.303636000,8119,0,58117760,68576,68576,7,68528,8832,6,320,896,1920,1920,25864944,27953904,13,48,320,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8215,15.371732000,8213,0,59719168,3040,3040,7,2992,8836,6,64,32,1920,1920,27523824,28783344,13,48,64,32,1259520
2026-06-19_jua365_win_04_solid_colors.pcapng,8231,15.386563000,8229,0,59722208,68576,68576,7,68528,8837,6,320,896,1920,1920,25864944,27953904,13,48,320,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8249,15.411442000,8247,0,59790784,68576,68576,7,68528,8838,6,320,896,1920,1920,25864944,27953904,13,48,320,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8319,15.451915000,8317,0,52939744,19424,19424,7,19376,8841,6,64,896,1920,1920,12932496,15021456,13,48,64,896,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8467,15.619455000,8465,0,53941152,36832,36832,7,36784,8843,6,320,416,1920,1920,25864944,27953904,13,48,320,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8723,16.036828000,8721,0,54959968,10208,10208,7,10160,8845,6,64,416,1920,1920,48,2089008,13,48,64,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,8754,16.052814000,8752,0,54970176,36832,36832,7,36784,8846,6,320,416,1920,1920,48,2089008,13,48,320,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9586,17.235667000,9584,0,55988992,14304,14304,7,14256,8848,6,832,32,1920,1920,12933584,15022544,13,48,832,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9743,17.353897000,9741,0,56985280,29664,29664,7,29616,8850,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9795,17.394983000,9793,0,57014944,29664,29664,7,29616,8851,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9809,17.405365000,9807,0,57044608,29664,29664,7,29616,8852,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9828,17.418144000,9826,0,57074272,30688,30688,7,30640,8853,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9854,17.434301000,9852,0,57104960,30688,30688,7,30640,8854,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9883,17.451814000,9881,0,57135648,30688,30688,7,30640,8855,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9901,17.470148000,9899,0,57166336,30688,30688,7,30640,8856,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9921,17.485394000,9919,0,57197024,30688,30688,7,30640,8857,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9944,17.502188000,9942,0,57227712,30688,30688,7,30640,8858,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,9956,17.520468000,9954,0,57258400,9184,9184,7,9136,8859,6,384,32,1920,1920,25866480,27955440,13,48,384,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,12690,21.184876000,12688,0,55253760,10208,10208,7,10160,8887,6,64,416,1920,1920,25864944,27953904,13,48,64,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,12894,21.302176000,12892,0,56474144,36832,36832,7,36784,8894,6,320,416,1920,1920,25864944,27953904,13,48,320,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,12966,21.334980000,12964,0,56712672,36832,36832,7,36784,8896,6,320,416,1920,1920,25864944,27953904,13,48,320,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,13493,22.067882000,13491,0,60027104,77792,77792,7,77744,8904,6,1888,96,1920,1920,25864976,27953936,13,48,1888,96,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,13497,22.069401000,13495,0,60104896,29664,29664,7,29616,8905,6,1888,32,1920,1920,25864976,27953936,13,48,1888,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,13517,22.087310000,13515,0,60134560,21472,21472,7,21424,8906,6,1280,32,1920,1920,25865584,27954544,13,48,1280,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,13535,22.112579000,13533,0,60156032,21472,21472,7,21424,8907,6,1280,32,1920,1920,25865584,27954544,13,48,1280,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,13545,22.117128000,13543,0,60177504,21472,21472,7,21424,8908,6,1312,32,1920,1920,25865552,27954512,13,48,1312,32,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,15725,25.635544000,15723,0,59261632,10208,10208,7,10160,8919,6,64,416,1920,1920,12932496,15021456,13,48,64,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,17107,31.351442000,17105,0,60251776,36832,36832,7,36784,8921,6,320,416,1920,1920,25864944,27953904,13,48,320,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,17250,31.684448000,17248,0,53408736,36832,36832,7,36784,8923,6,320,416,1920,1920,48,2089008,13,48,320,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,17279,31.700588000,17277,0,53445568,10208,10208,7,10160,8924,6,64,416,1920,1920,48,2089008,13,48,64,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,17880,32.968479000,17878,0,54637408,36832,36832,7,36784,8927,6,320,416,1920,1920,12932496,15021456,13,48,320,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,18035,33.183273000,18031,0,55654176,10208,10208,7,10160,8929,6,64,416,1920,1920,25864944,27953904,13,48,64,416,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,18950,34.784750000,18948,0,57519808,22496,22496,7,22448,8949,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19026,34.852817000,19024,0,58904128,22496,22496,7,22448,8953,6,64,1080,1920,1920,25864944,27953904,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19054,34.889333000,19052,0,59435520,22496,22496,7,22448,8955,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19112,34.953134000,19110,0,60580224,22496,22496,7,22448,8959,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19217,35.052980000,19215,0,54083424,22496,22496,7,22448,8965,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19253,35.084942000,19251,0,54615840,22496,22496,7,22448,8967,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19793,35.352048000,19791,0,53958560,22496,22496,7,22448,8983,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19877,35.386008000,19875,0,54490976,22496,22496,7,22448,8985,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19897,35.418289000,19895,0,54819616,22496,22496,7,22448,8987,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19969,35.484842000,19967,0,56371872,22496,22496,7,22448,8991,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,19997,35.518473000,19995,0,56904288,22496,22496,7,22448,8993,6,64,1080,1920,1920,25864944,27953904,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,20025,35.552701000,20023,0,57436704,22496,22496,7,22448,8995,6,64,1080,1920,1920,48,2089008,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,20053,35.584714000,20051,0,57969120,22496,22496,7,22448,8997,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,20067,35.601748000,20065,0,57991616,22496,22496,7,22448,8998,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,20101,35.636885000,20099,0,58524032,22496,22496,7,22448,9000,6,64,1080,1920,1920,25864944,27953904,13,48,64,1080,2088960
2026-06-19_jua365_win_04_solid_colors.pcapng,20241,35.735408000,20239,0,52938720,22496,22496,7,22448,9006,6,64,1080,1920,1920,12932496,15021456,13,48,64,1080,2088960
